Gender	Year.of.BA	Department	Year.of.Terminal	Age	B.A.to.Terminal
M	1973	GERM	1979	59	6
F	1977	GERM	1977	55	0
M	1985	PSYC	1991	47	6
M	1985	HIST	1997	47	12
M	1983	ENGL	1991	49	8
M	1996	STAT	2004	36	8
F	1971	ENGL	1975	61	4
M	1972	HIST	1983	60	11
M	1972	ASST	1981	60	9
M	1993	PE	1999	39	6
M	1982	ECON	1989	50	7
F	1972	ASTR	1979	60	7
F	2000	ECON	2006	32	6
F	1978	ART	1980	54	2
M	1977	CSCI	1983	55	6
M	1976	ART	1980	56	4
M	2001	PE	2001	31	0
M	1980	ARTH	1989	52	9
M	1980	PE	1985	52	5
M	1974	ENGL	1981	58	7
F	1989	MATH	1994	43	5
F	1989	HIST	2003	43	14
M	1992	PHYS	2001	40	9
M	1996	ECON	2003	36	7
M	1979	CHEM	1985	53	6
M	1994	ART	2001	38	7
M	1979	BIO	1983	53	4
M	1989	ENVI	2000	43	11
M	1972	PSCI	1983	60	11
M	1998	PSCI	2007	34	9
F	1992	CHEM	1992	40	0
M	1977	PSCI	1989	55	12
M	1982	PHYS	1989	50	7
M	1988	PE	1990	44	2
M	1995	AFR	2002	37	7
F	1977	PE	1988	55	11
M	1964	PSCI	1968	68	4
F	1999	BIO	2008	33	9
M	1993	RLFR	2003	39	10
M	2003	RLSP	2010	29	7
F	1984	NSCI	1995	48	11
M	1997	HIST	2003	35	6
M	2000	MUS	2008	32	8
F	1978	PE	1986	54	8
F	1968	ARTH	1980	64	12
M	1986	PSCI	1999	46	13
F	1974	ART	1980	58	6
M	1987	PE	2007	45	20
F	1979	ART	1983	53	4
M	2000	CSCI	2006	32	6
M	1994	PHIL	2007	38	13
M	1993	ENGL	2003	39	10
F	1982	PE	1985	50	3
F	1992	PSCI	2003	40	11
F	1986	HIST	1994	46	8
M	1996	MATH	2002	36	6
F	1984	PHIL	1996	48	12
M	1973	ECON	1978	59	5
M	1994	BIO	1999	38	5
M	1990	PE	2004	42	14
M	1974	MATH	1977	58	3
M	1996	THEA	2001	36	5
M	2000	PSCI	2008	32	8
M	1981	ENGL	1986	51	5
M	1974	CSCI	1983	58	9
F	1989	HIST	1996	43	7
F	1996	COMP	2007	36	11
M	2000	ECON	2003	32	3
F	1976	GERM	1984	56	8
M	1962	RL	1971	70	9
M	1984	SOC	1995	48	11
M	1963	RL	1968	69	5
M	1991	CHIN	2004	41	13
F	1972	ART	1982	60	10
M	2002	ECON	2010	30	8
M	1994	LEAD	2001	38	7
F	1997	MATH	2003	35	6
M	1986	CHEM	1992	46	6
M	1975	ENGL	1975	57	0
M	1963	ASTR	1969	69	6
M	1990	PSCI	2000	42	10
M	1974	CHEM	1982	58	8
F	1986	PHIL	1999	46	13
M	1986	ECON	1993	46	7
F	1989	MUS	1999	43	10
M	1980	ENGL	1987	52	7
F	1995	RL	2001	37	6
F	1998	PE	2002	34	4
M	1994	RLSP	2003	38	9
F	1982	ART	1987	50	5
M	1975	ENGL	1984	57	9
M	1968	ENGL	1972	64	4
M	1992	ECON	1997	40	5
F	1982	BIO	1990	50	8
F	1990	HIST	2002	42	12
M	1983	HIST	1991	49	8
M	1997	HIST	2006	35	9
M	1997	ENGL	2005	35	8
M	1979	CHEM	1986	53	7
M	1998	AFR	2007	34	9
M	1998	ECON	2004	34	6
F	1993	PE	1996	39	3
F	1980	BIO	1987	52	7
M	1985	ENGL	1993	47	8
F	1987	RL	1995	45	8
F	1993	LATS	2004	39	11
M	1967	PE	1970	65	3
M	1983	ECON	1994	49	11
F	1991	PSYC	1995	41	4
M	1994	PSYC	1999	38	5
M	1993	THEA	2006	39	13
M	1962	ART	1962	70	0
M	1987	BIO	1993	45	6
F	2000	ECON	2006	32	6
M	1993	PSYC	1997	39	4
F	1974	PHIL	1983	58	9
F		REL			
M	1996	ENGL	2008	36	12
F	1992	ECON	2002	40	10
F	1983	PSCI	1994	49	11
M	1978	ENGL	1980	54	2
F	1987	ENGL	1992	45	5
M	1977	ECON	1984	55	7
M	1991	MUS	1996	41	5
F	1996	SOC	2002	36	6
F	1991	ECON	1996	41	5
M	1994	REL	2004	38	10
M	1977	MATH	1984	55	7
F	1977	PE	1987	55	10
M	1975	ARTH	1993	57	18
F	1980	HIST	1991	52	11
F	1961	CHEM	1966	71	5
M	1968	BIO	1977	64	9
M	1974	ENGL	1980	58	6
M	1988	CHEM	1996	44	8
M	1996	BIO	2003	36	7
F	1974	ENGL	1983	58	9
M	1989	PSYC	1997	43	8
M	1970	PSYC	1975	62	5
F	1991	ART	2001	41	10
M	1973	ASTR	1979	59	6
M	1999	MATH	2005	33	6
M	1975	PHYS	1985	57	10
M	1998	PHYS	2004	34	6
F	2001	PE	2006	31	5
M	1983	ECON	1993	49	10
F	1975	ENGL	1983	57	8
F	1987	LEAD	1987	45	0
M	1990	BIO	1994	42	4
F	1972	ART	1978	60	6
M	1982	CHEM	1987	50	5
M	1995	ENGL	2001	37	6
M	1975	ENGL	1984	57	9
F	1986	BIO	1994	46	8
M	1995	PHYS	2001	37	6
M	1996	ENGL	2008	36	12
M	1996	SOC	2005	36	9
M	1992	COMP	2005	40	13
F	1997	AMST	2006	35	9
M	1979	ENVI	1989	53	10
M	1974	HIST	1981	58	7
F	1985	AMST	1998	47	13
M	1977	HIST	1985	55	8
F	1996	ECON	2003	36	7
M	1984	MUS	2005	48	21
M	1979	PE	1979	53	0
F	1985	HIST	1994	47	9
M	1972	PHIL	1980	60	8
F	1996	CLAS	2002	36	6
F	1977	BIO	1985	55	8
M	1963	PSCI	1974	69	11
M	1999	ECON	2008	33	9
M	1962	GEOS	1966	70	4
M	1976	HIST	1992	56	16
M	1968	HIST	1973	64	5
M	1973	PHIL	1980	59	7
F	2002	JAPN	2007	30	5
F	1978	JAPN	1988	54	10
F	1980	JAPN	2000	52	20
F	1994	CHIN	2003	38	9
F	2004	CHIN	2007	28	3
F	1989	PSYC	1996	43	7
F	1971	PSYC	1976	61	5
M	1985	ECON	1992	47	7
M	1969	BIO	1976	63	7
F	1988	RUSS	2000	44	12
M	1971	LIB	1973	61	2
F	1994	LIB	1999	38	5
F	1989	LIB	1999	43	10
F	1977	LIB	1981	55	4
M	2005	LIB	2005	27	0
F	1994	LIB	1997	38	3
F	1975	LIB	1975	57	0
M	1975	LIB	1976	57	1
F		LIB			
F	1975	LIB	1990	57	15
M	1979	LIB	1988	53	9
F	1987	LIB	1991	45	4
F	1982	LIB	1982	50	0
F	1975	LIB	1995	57	20
F	1995	LIB	1999	37	4
F	1999	LIB	2001	33	2
M	1962	LIB	1963	70	1
F	1980	LIB	1987	52	7
