Gender	Year.of.BA	Department	Year.of.Terminal	Age	B.A.to.Terminal
M	1983	ECON	1996	48	13
M	1992	MUS	2000	39	8
M	1980	ARTH	1990	51	10
F	1958	ENGL	1976	73	18
M	1985	PSYC	2003	46	18
M	1975	PE	1982	56	7
F	1969	ART	1969	62	0
F	1988	REL	1998	43	10
F	1996	REL	2005	35	9
F	1996	PSYC	2002	35	6
M	1966	ARTH	1976	65	10
F	1976	PSYC	1981	55	5
M	1981	ART	1988	50	7
M	1999	CSCI	2006	32	7
F	1986	PE	1989	45	3
F	2000	LATS	2010	31	10
M	2002	BIO	2008	29	6
M	1981	PSCI	1985	50	4
F	1982	MUS	1989	49	7
F		ARTH	1983		
F	1996	THEA	2006	35	10
F	1983	WGSS	1991	48	8
F	1972	CLAS	1976	59	4
F	1989	BIO	1998	42	9
M	1963	SOC	1976	68	13
M	1973	MUS	1977	58	4
F	1980	AFR	1987	51	7
F	1969	ART	1989	62	20
M	1959	ART	1970	72	11
F	1979	PSCI	1986	52	7
F	1992	ART	1995	39	3
M	1971	GEOS	1977	60	6
M	1979	MATH	1985	52	6
M	1977	PHYS	1983	54	6
M	1999	REL	2006	32	7
F	1993	LATS	2000	38	7
F		PSCI			
M	1972	ANTH	1986	59	14
F	1989	JAPN	1999	42	10
M	1982	PE	1994	49	12
M	1964	CHEM	1970	67	6
M	1975	GEOS	1981	56	6
M	1974	PSYC	1978	57	4
M	1967	PSYC	1974	64	7
M	1970	MUS	1979	61	9
F	1988	ENGL	1996	43	8
F	1993	ARAB	2004	38	11
M	1973	GERM	1979	58	6
F	1977	GERM	1977	54	0
M	1985	PSYC	1991	46	6
M	1985	HIST	1997	46	12
M	1983	ENGL	1991	48	8
M	1996	STAT	2004	35	8
F	1971	ENGL	1975	60	4
M	1972	HIST	1983	59	11
M	1996	ECON	2008	35	12
M	1972	ASST	1981	59	9
M	1993	PE	1999	38	6
M	1982	ECON	1989	49	7
F	1972	ASTR	1979	59	7
F	2000	ECON	2006	31	6
F	1978	ART	1980	53	2
F	2001	ART	2005	30	4
M	1977	CSCI	1983	54	6
M	1976	ART	1980	55	4
M	2001	PE	2001	30	0
M	1980	ARTH	1989	51	9
M	1980	PE	1985	51	5
M	1974	ENGL	1981	57	7
F	1989	MATH	1994	42	5
F	1989	HIST	2003	42	14
M	1992	PHYS	2001	39	9
M	1996	ECON	2003	35	7
M	1979	CHEM	1985	52	6
M	1994	ART	2001	37	7
M	1979	BIO	1983	52	4
M	1989	ENVI	2000	42	11
M	1972	PSCI	1983	59	11
M	1998	PSCI	2007	33	9
F	1992	CHEM	1992	39	0
M	1977	PSCI	1989	54	12
M	1982	PHYS	1989	49	7
M	1988	PE	1990	43	2
F	1977	PE	1988	54	11
M	1964	PSCI	1968	67	4
M	1993	RLFR	2003	38	10
F	1984	NSCI	1995	47	11
M	1997	HIST	2003	34	6
F	1978	PE	1986	53	8
F	1968	ARTH	1980	63	12
M	1986	PSCI	1999	45	13
F	1974	ART	1980	57	6
M	1987	PE	2007	44	20
F	1979	ENVI	1982	52	3
F	1979	ART	1983	52	4
M	2000	CSCI	2006	31	6
M	1994	PHIL	2007	37	13
M	1993	ENGL	2003	38	10
F	1982	PE	1985	49	3
F	1992	PSCI	2003	39	11
F	1986	HIST	1994	45	8
M	1996	MATH	2002	35	6
F	1984	PHIL	1996	47	12
M	1973	ECON	1978	58	5
M	1994	BIO	1999	37	5
M	1990	PE	2004	41	14
M	1974	MATH	1977	57	3
M	1996	THEA	2001	35	5
M	2000	PSCI	2008	31	8
M	1981	ENGL	1986	50	5
M	1974	CSCI	1983	57	9
F	1989	HIST	1996	42	7
F	1996	COMP	2007	35	11
M	2000	ECON	2003	31	3
F	1976	GERM	1984	55	8
M	1962	RL	1971	69	9
M	1984	SOC	1995	47	11
M	1963	RL	1968	68	5
M	1991	CHIN	2004	40	13
M	1953	HIST	1960	78	7
F	1972	ART	1982	59	10
F	1997	MATH	2003	34	6
M	1986	CHEM	1992	45	6
M	1975	ENGL	1975	56	0
M	1963	ASTR	1969	68	6
M	1990	PSCI	2000	41	10
M	1974	CHEM	1982	57	8
F	1986	PHIL	1999	45	13
M	1986	ECON	1993	45	7
F	1989	MUS	1999	42	10
F	1996	RLSP	2008	35	12
M	1980	ENGL	1987	51	7
F	1995	RL	2001	36	6
F	1998	PE	2002	33	4
F	1982	ART	1987	49	5
M	1975	ENGL	1984	56	9
M	1968	ENGL	1972	63	4
M	1992	ECON	1997	39	5
M		ARTH			
F	1982	BIO	1990	49	8
F	1990	HIST	2002	41	12
M	1983	HIST	1991	48	8
M	1997	HIST	2006	34	9
M	1997	ENGL	2005	34	8
M	1979	CHEM	1986	52	7
M					
M	1998	AFR	2007	33	9
F	1998	AFR	2005	33	7
M	1998	ECON	2004	33	6
F	1993	PE	1996	38	3
F	1980	BIO	1987	51	7
M	1985	ENGL	1993	46	8
F	1987	RL	1995	44	8
F	1993	LATS	2004	38	11
M	1967	PE	1970	64	3
M	1983	ECON	1994	48	11
M	1996	LING	2003	35	7
F	1991	PSYC	1995	40	4
M	1994	PSYC	1999	37	5
M	1993	THEA	2006	38	13
M	1962	ART	1962	69	0
M	1987	BIO	1993	44	6
F	2000	ECON	2006	31	6
M	1993	PSYC	1997	38	4
F	1974	PHIL	1983	57	9
M	1996	ENGL	2008	35	12
F	1992	ECON	2002	39	10
F	1983	PSCI	1994	48	11
M	1975	PE	1988	56	13
M	1978	ENGL	1980	53	2
F	1987	ENGL	1992	44	5
M	1977	ECON	1984	54	7
M	1991	MUS	1996	40	5
F	1996	SOC	2002	35	6
F	1991	ECON	1996	40	5
M	1994	REL	2004	37	10
M	1977	MATH	1984	54	7
F	1977	PE	1987	54	10
M	1975	ARTH	1993	56	18
F	1980	HIST	1991	51	11
F	1961	CHEM	1966	70	5
M	1968	BIO	1977	63	9
M	1974	ENGL	1980	57	6
M	1988	CHEM	1996	43	8
M	2001	COMP	2003	30	2
F	1974	ENGL	1983	57	9
M	1970	PSYC	1975	61	5
F	1991	ART	2001	40	10
M	1973	ASTR	1979	58	6
M	1999	MATH	2005	32	6
M	1975	PHYS	1985	56	10
M	1998	PHYS	2004	33	6
F	2001	PE	2006	30	5
M	1983	ECON	1993	48	10
F	1975	ENGL	1983	56	8
F	1987	LEAD	1987	44	0
M	1990	BIO	1994	41	4
F	1972	ART	1978	59	6
M	1982	CHEM	1987	49	5
M	1995	ENGL	2001	36	6
M	1975	ENGL	1984	56	9
F	1986	BIO	1994	45	8
M	1995	PHYS	2001	36	6
M	1996	ENGL	2008	35	12
M	1996	SOC	2005	35	9
M	1992	COMP	2005	39	13
M	2000	AMST		31	
M		PE			
M	1974	HIST	1981	57	7
F	1985	AMST	1998	46	13
M	1977	HIST	1985	54	8
F	1996	ECON	2003	35	7
M	1984	MUS	2005	47	21
M	1979	PE	1979	52	0
F	1985	HIST	1994	46	9
M	1982	PE	1982	49	0
M	1972	PHIL	1980	59	8
F	1996	CLAS	2002	35	6
F	1977	BIO	1985	54	8
M	1963	PSCI	1974	68	11
M	1999	ECON	2008	32	9
M	1962	GEOS	1966	69	4
M	1976	HIST	1992	55	16
M	1968	HIST	1973	63	5
M	1973	PHIL	1980	58	7
F	1978	JAPN	1988	53	10
F	1980	JAPN	2000	51	20
F	1994	CHIN	2003	37	9
F	1989	PSYC	1996	42	7
F	1971	PSYC	1976	60	5
M	1985	ECON	1992	46	7
M	1969	BIO	1976	62	7
F	1988	RUSS	2000	43	12
M	1971	LIB	1973	60	2
F	1994	LIB	1999	37	5
F	1989	LIB	1999	42	10
F	1977	LIB	1981	54	4
M	2005	LIB	2005	26	0
F	1994	LIB	1997	37	3
F	1975	LIB	1975	56	0
M	1975	LIB	1976	56	1
F		LIB			
F	1975	LIB	1990	56	15
M	1979	LIB	1988	52	9
F	1987	LIB	1991	44	4
F	1982	LIB	1982	49	0
F	1975	LIB	1995	56	20
F	1995	LIB	1999	36	4
M	1962	LIB	1963	69	1
F	1980	LIB	1987	51	7
